5514,Czarnkow,11-766,Jabloniowa,490,75,Lomianki Dolne
5515,Chorzow,90-580,Wolnosci,149,57,Imielin
5516,Czarna Bialostocka,89-143,Swierczewskiego,380,59,Kaskada
5517,Chelmiec,90-691,Krasickiego,131,33,Kaweczyn
5518,Czarna Woda,94-287,Wyzwolenia,447,15,Powisle
5519,Ketrzyn,91-959,Morcinka,67,12,Mokotow
5520,Chodziez,32-359,Modrzewiowa,367,21,Solec
5521,Krakow,24-145,Rejtana,296,24,Targowek
5522,Frysztak,22-645,Grunwaldzka,263,73,Natolin
5523,Inowroclaw,41-326,Niecala,67,67,Solec
5524,Bialystok,14-895,Zdrojowa,412,14,Bartycka
5525,Frombork,77-013,Jarzebinowa,481,15,Dolny Mokotow
5526,Gorzow Wielkopolski,48-767,Wroclawska,276,30,Powsin
5527,Gizycko,70-843,Brzozowa,345,81,Saska Kepa
5528,Kartuzy,08-592,Czarnieckiego,461,44,Czerniakow
5529,Wloclawek,25-422,Konarskiego,291,44,Zacisze
5530,Gliwice,45-651,Podlesna,60,46,Kepa Tarchominska
5531,Czempin,41-105,Wyspianskiego,317,78,Radosc
5532,Chelmno,72-703,Jana Pawla II,15,72,Szczesliwice
5533,Duszniki-Zdroj,53-081,Bursztynowa,265,81,Sluzewiec
5534,Bielsko-Biala,19-389,Lipowa,114,24,Lomianki Dolne
5535,Czosnow,13-133,Grabowa,431,47,Koszyki
5536,Czerwionka,73-937,Kwiatowa,52,53,Kepa Tarchominska
5537,Czarna Woda,37-773,Wislana,203,61,Czerniakow
5538,Ciechocinek,90-267,Chopina,191,79,Wrzeciono
5539,Sosnowiec,71-463,Pocztowa,45,43,Szczesliwice
5540,Bytom,26-582,Zurawia,471,69,Wierzbno
5541,Inowroclaw,05-086,Rejtana,306,56,Nadolnik
5542,Bydgoszcz,49-573,Szewska,409,38,Gorny Mokotow
5543,Gliwice,19-028,Szmaragdowa,148,64,Bialoleka
5544,Klucze,90-595,Dojazdowa,440,54,Olesinska
5545,Czaplinek,68-703,Kielecka,450,45,Wesola
5546,Czestochowa,09-791,Szpitalna,369,76,Pomiechowek
5547,Swiebodzice,67-213,Powstancow,315,55,Sadyba
5548,Czarnkow,77-811,Morska,233,77,Wilcza
5549,Chojna,16-389,Kilinskiego,402,75,Nowa Huta
5550,Kety,12-238,Swierkowa,278,17,Powisle
5551,Drezdenko,87-138,Nadrzeczna,290,43,Wlochy
5552,Rzeszow,02-380,Malinowa,402,44,Lomianki Dolne
5553,Dobczyce,70-825,Cmentarna,108,57,Lomianki Dolne
5554,Czestochowa,98-438,Wojciecha,438,79,Stegny
5555,Czersk,94-306,Mostowa,255,23,Nowa Huta
5556,Opole,77-011,Jagiellonska,221,43,Wesola
5557,Rybnik,27-809,Lipca,158,30,Muranow
5558,Czchow,66-975,Zwirowa,416,29,Muranow Poludniowy
5559,Rzeszow,36-051,Jana Pawla II,60,29,Skarpa Powsinska
5560,Ciechocinek,79-755,Rzeczna,310,30,Stara Milosna
5561,Czosnow,26-799,Rataja,208,83,Kaskada
5562,Czempin,68-149,Plater,249,76,Rakowka-Kaweczyn
5563,Warsaw,97-620,Morcinka,466,59,Sadyba
5564,Poznan,26-996,Cyprysowa,290,38,Lazienki Krolewskie
5565,Czerniejewo,82-719,Golebia,74,66,Pomiechowek
5566,Katowice,07-099,Stawowa,397,65,Goclaw
5567,Czarna Bialostocka,38-701,Mlynarska,278,78,Wrzeciono
5568,Klucze,24-136,Orla,277,56,Rembertow
5569,Bielsko-Biala,33-132,Grunwaldzka,360,79,Nadolnik
5570,Garwolin,06-380,Diamentowa,262,18,Stare Miasto
5571,Gliwice,85-437,Chabrowa,287,37,Targowek
5572,Bytom,02-276,Torowa,410,13,Gorczewska
5573,Katowice,48-256,Mala,168,17,Podgorze
5574,Elblag,03-089,Klonowa,16,24,Kabaty
5575,Gliwice,04-108,Dluga,314,43,Praga-Poludnie
5576,Gdynia,89-943,Rejtana,250,49,Bartycka
5577,Rzeszow,26-839,Drzymaly,438,84,Bielany
5578,Lodz,82-960,Poznanska,22,34,Imielin
5579,Gostynin,13-945,Dabrowskiej,76,71,Kabaty
5580,Lublin,40-891,Rozana,141,18,Krowodrza
5581,Duszniki-Zdroj,07-029,Szarych Szeregow,36,67,Przyczolek Grochowski
5582,Czaplinek,37-220,Slaska,42,55,Mirow
5583,Chelmza,75-762,Konwaliowa,374,17,Bielany
5584,Szczecin,75-238,Wislana,488,28,Kaweczyn
5585,Tychy,13-748,Leszczynowa,49,83,Podgorze
5586,Czarnkow,85-875,Cmentarna,410,78,Nadolnik
5587,Jaworzno,47-626,Bursztynowa,54,72,Niedzwiadek
5588,Gniezno,24-377,Konopnickiej,471,35,Bartycka
5589,Gorzow Wielkopolski,24-032,Letnia,385,55,Grochow
5590,Bytom,29-558,Sportowa,451,42,Wesola
5591,Chocznia,04-871,Ludowa,425,62,Praga-Poludnie
5592,Ciechanow,67-989,Milosza,125,58,Stare Miasto
5593,Krakow,20-941,Hutnicza,5,71,Wesola
5594,Torun,49-428,Storczykowa,236,55,Czyste
5595,Warsaw,89-188,Witosa,457,65,Sluzew
5596,Gostynin,51-628,Kwiatowa,324,57,Wawer
5597,Ciechanow,76-628,Zaulek,342,33,Mlociny
5598,Czaplinek,66-084,Wesola,459,80,Stegny
5599,Duszniki-Zdroj,30-882,Liliowa,37,77,Mlociny
5600,Chocianow,58-400,Kosynierow,19,46,Krowodrza
5601,Kety,07-941,Wislana,418,39,Srodmiescie
5602,Kalisz,19-613,Nowa,28,70,Wola
5603,Gardno,18-969,Jaworowa,92,52,Koszyki
5604,Chelmno,27-302,Zeglarska,305,46,Pomiechowek
5605,Kolobrzeg,17-763,Topolowa,382,63,Wygledow
5606,Czestochowa,69-189,Szafirowa,469,11,Gorny Mokotow
5607,Koscian,96-107,Kolorowa,7,28,Powsin
5608,Chorzow,43-339,Kreta,352,67,Koszyki
5609,Przemysl,44-027,Jezynowa,480,24,Targowek
5610,Chelmno,21-441,Mazurska,124,79,Krowodrza
5611,Grudziadz,68-714,Kolejowa,202,21,Czerniakow
5612,Ciechanow,58-146,Leszczynowa,447,12,Czerniakow
5613,Dubiecko,51-758,Zielna,345,55,Wrzeciono
5614,Kolobrzeg,47-188,Skosna,401,25,Srodmiescie
5615,Goleniow,25-296,Staffa,76,65,Targowek
5616,Dolice,85-420,Wroblewskiego,352,82,Rakowiec
5617,Garwolin,64-539,Dobra,93,33,Kamionek
5618,Sosnowiec,06-443,Gorna,376,60,Gorczewska
5619,Gdynia,12-799,Mala,344,24,Nadolnik
5620,Poznan,35-421,Zamkowa,14,28,Stegny
5621,Elblag,53-086,Ksiezycowa,148,30,Witolin
5622,Gdynia,29-908,Wyszynskiego,1,11,Stara Milosna
5623,Krasnik,20-394,Rejtana,272,22,Przyczolek Grochowski
5624,Bydgoszcz,74-335,Grunwaldzka,1,17,Wola
5625,Grudziadz,77-822,Tylna,20,20,Rakowka-Kaweczyn
5626,Gniezno,32-928,Azaliowa,132,76,Bialoleka
5627,Rybnik,71-021,Chopina,52,66,Ursynow
5628,Bytom,95-284,Zwyciestwa,446,76,Wygledow
5629,Swidwin,47-270,Robotnicza,88,40,Wilcza
5630,Stargard Szczecinski,26-054,Kolejowa,388,58,Wlochy
5631,Chocznia,31-737,Dabrowskiego,216,21,Pomiechowek
5632,Garwolin,60-933,Slonecznikowa,406,75,Michalowice
5633,Legnica,86-260,Jana Pawla II,0,40,Pyry
5634,Dabrowa Gornicza,95-752,Wroblewskiego,168,76,Ksawerow
5635,Swidwin,75-712,Korczaka,161,51,Ursynow
5636,Klobuck,66-916,Wyzwolenia,98,10,Jelonki
5637,Gostynin,11-480,Ceglana,367,22,Rakowiec
5638,Legnica,23-553,Lawendowa,176,50,Michalowice
5639,Kalisz,33-269,Kolejowa,314,30,Sluzew
5640,Choszczno,73-097,Cicha,288,72,Pyry
5641,Ciechanow,43-045,Bydgoska,297,50,Wesola
5642,Gubin,64-380,Czeresniowa,276,30,Lazienki Krolewskie
5643,Klucze,10-547,Galczynskiego,150,53,Zoliborz
5644,Ciechocinek,22-350,Ceglana,43,81,Praga-Polnoc
5645,Gizycko,03-715,Wyzwolenia,357,34,Wilcza
5646,Drawno,81-117,Ciasna,154,81,Kaskada
5647,Kutno,67-343,Niepodleglosci,376,21,Rembertow
5648,Cieplice,34-914,Rybacka,24,61,Gorny Mokotow
5649,Tarnow,32-061,Waska,463,78,Wygledow
5650,Garwolin,53-760,Szkolna,167,25,Marsa
5651,Stargard Szczecinski,54-708,Zacisze,374,28,Pomiechowek
5652,Olsztyn,05-845,Olchowa,145,14,Muranow Poludniowy
5653,Katowice,64-632,Kaliska,407,45,Wilcza
5654,Gizycko,95-785,Czeresniowa,263,40,Rembertow
5655,Frydman,15-598,Wilcza,290,48,Gorny Mokotow
5656,Czorsztyn,98-544,Majowa,244,67,Nowa Huta
5657,Plock,75-845,Makuszynskiego,453,47,Nadolnik
5658,Chelmno,86-925,Laczna,341,24,Bemowo
5659,Stargard Szczecinski,36-705,Slaska,76,65,Wygledow
5660,Swidnica,06-015,Konarskiego,284,48,Stary Mokotow
5661,Radom,72-746,Zachodnia,340,65,Szczesliwice
5662,Rybnik,89-276,Zwyciestwa,21,62,Rakowka-Kaweczyn
5663,Swiebodzice,83-695,Czeresniowa,288,19,Wawer
5664,Kielce,01-922,Norwida,122,67,Mokotow
5665,Chrzanow,76-271,Leszczynowa,249,84,Krowodrza
5666,Jaworzno,72-349,Kielecka,58,40,Wierzbno
5667,Szczecin,58-146,Pulaskiego,344,58,Wilanow
5668,Garwolin,91-679,Chabrowa,448,44,Kamionek
5669,Dobczyce,88-827,Cmentarna,269,57,Wesola
5670,Swidnica,04-579,Jesienna,456,15,Rakowka-Kaweczyn
5671,Stargard Szczecinski,44-078,Cisowa,203,82,Czyste
5672,Katowice,90-075,Ptasia,410,55,Michalowice
5673,Chocznia,33-217,Rolna,408,24,Dolny Mokotow
5674,Chodziez,37-865,Andersa,377,53,Praga-Polnoc
5675,Swiecie,50-232,Sienkiewicza,256,77,Praga-Poludnie
5676,Czarnkow,41-197,Bukowa,81,33,Siekierki
5677,Swidwin,05-827,Wislana,425,47,Saska Kepa
5678,Ruda Slaska,21-599,Strzelecka,312,12,Skarpa Powsinska
5679,Radom,26-020,Sloneczna,102,39,Rakowka-Kaweczyn
5680,Dobczyce,03-252,Zakole,209,83,Sadyba
5681,Kartuzy,29-585,Wiatraczna,473,74,Bielany
5682,Dolice,02-938,Widok,128,18,Sluzewiec
5683,Chojnice,75-473,Wodna,303,58,Rakowka-Kaweczyn
5684,Czestochowa,87-916,Grottgera,203,64,Mirow
5685,Zabrze,47-292,Morska,267,79,Lomianki Dolne
5686,Garwolin,26-697,Kwiatowa,487,57,Srodmiescie
5687,Bielsko-Biala,66-015,Prusa,226,32,Mlociny
5688,Czerwiensk,18-883,Kopernika,384,59,Stara Milosna
5689,Chorzow,07-036,Poziomkowa,167,22,Powisle
5690,Czaplinek,36-252,Listopada,1,31,Wierzbno
5691,Ruda Slaska,99-801,Bydgoska,289,63,Kozia
5692,Frydman,64-891,Mysliwska,314,81,Stare Miasto
5693,Sosnowiec,23-145,Lwowska,103,19,Rakowiec
5694,Kazimierz Dolny,35-321,Krucza,330,84,Radosna
5695,Swiecie,88-249,Sciegiennego,306,25,Praga-Polnoc
5696,Klobuck,08-286,Lotnicza,100,29,Lomianki Dolne
5697,Szczecin,16-570,Orzechowa,270,44,Lomianki Dolne
5698,Czestochowa,49-108,Kasztanowa,90,14,Wierzbno
5699,Rybnik,10-792,Sokola,491,63,Imielin
5700,Kazimierz Dolny,90-191,Konarskiego,179,15,Stara Ochota
5701,Gorzow Wielkopolski,92-449,Mlynska,215,31,Pomiechowek
5702,Kielce,65-245,Sikorskiego,349,16,Muranow Poludniowy
5703,Lublin,33-263,Solidarnosci,431,14,Dolny Mokotow
5704,Rzeszow,72-546,Wiazowa,371,60,Zacisze
5705,Ketrzyn,60-109,Browarna,260,56,Bialoleka
5706,Koscian,09-266,Radosna,276,59,Filtry
5707,Frombork,99-644,Wilcza,276,74,Mirow
5708,Inowroclaw,53-449,Grabowa,466,59,Stare Miasto
5709,Gdansk,43-718,Grabowa,56,23,Lipiny
5710,Kielce,51-914,Kielecka,232,74,Radosna
5711,Glogow,69-933,Towarowa,109,76,Zacisze
5712,Kazimierz Dolny,29-407,Slowicza,471,43,Lomianki Dolne
5713,Garczegorze,65-635,Magnoliowa,319,83,Mirow
5714,Katowice,58-787,Kamienna,33,13,Rakowiec
5715,Dobrzany,46-233,Czestochowska,8,13,Wola
5716,Frydman,69-347,Laczna,418,30,Stara Ochota
5717,Szczecin,20-250,Tartaczna,222,61,Witolin
5718,Swiebodzin,29-284,Krancowa,367,57,Stara Ochota
5719,Chelmiec,06-081,Lotnicza,40,50,Olesinska
5720,Kety,52-112,Jabloniowa,341,15,Skarpa Powsinska
5721,Czempin,80-179,Wesola,153,28,Wygledow
5722,Gorzow Wielkopolski,77-665,Lazurowa,247,45,Gorny Mokotow
5723,Kolobrzeg,84-463,Zurawia,383,44,Koszyki
5724,Przemysl,88-589,Krancowa,161,11,Rakowka
5725,Czempin,81-125,Staffa,453,53,Jelonki
5726,Gorzow Wielkopolski,05-160,Cyprysowa,375,84,Natolin
5727,Krotoszyn,64-150,Handlowa,62,80,Przyczolek Grochowski
5728,Inowroclaw,97-760,Milosza,135,72,Marsa
5729,Duszniki-Zdroj,36-158,Narcyzowa,83,45,Radosna
5730,Kartuzy,71-560,Kruczkowskiego,345,77,Kepa Tarchominska
5731,Czarna Bialostocka,13-830,Drzymaly,156,50,Powsin
5732,Chorzele,66-403,Dzialkowa,289,52,Powisle
5733,Gliwice,15-348,Porzeczkowa,45,64,Wierzbno
5734,Przemysl,74-718,Boczna,191,82,Lomianki Dolne
5735,Lublin,78-292,Koralowa,130,56,Nowa Huta
5736,Chelmno,48-484,Dluga,132,28,Stegny
5737,Frampol,70-819,Skargi,333,65,Rakowka
5738,Cieplice,33-885,Makowa,50,14,Krowodrza
5739,Goleniow,57-608,Nadbrzezna,261,72,Stara Milosna
5740,Gliwice,91-262,Wspolna,2,68,Siekierki
5741,Plock,27-536,Galczynskiego,322,82,Mirow
5742,Dolice,03-321,Morska,144,19,Saska Kepa
5743,Chorzow,41-437,Dojazdowa,203,55,Kamionek
5744,Ciechocinek,65-762,Sucharskiego,242,77,Skarpa Powsinska
5745,Opole,64-612,Jesionowa,116,49,Stara Ochota
5746,Sosnowiec,82-785,Kollataja,487,16,Lomianki Dolne
5747,Klobuck,14-151,Slowicza,320,60,Czyste
5748,Kartuzy,31-618,Borowa,4,42,Rembertow
5749,Gniezno,90-649,Letnia,430,67,Skarpa Powsinska
5750,Zabrze,43-418,Sosnowa,58,57,Goclaw
5751,Cieplice,76-945,Podwale,264,69,Bartycka
5752,Chocznia,31-649,Kaliska,117,36,Michalowice
5753,Chelmiec,70-878,Szeroka,483,72,Ochota
5754,Chelmza,97-470,Sloneczna,393,36,Ksiecia Janusza
5755,Swidwin,59-269,Jadwigi,74,81,Wygledow
5756,Koscian,55-303,Sosnowa,434,16,Bartycka
5757,Stargard Szczecinski,19-078,Lakowa,486,61,Czyste
5758,Bielsko-Biala,98-881,Dabrowskiej,388,84,Wygledow
5759,Chorzele,09-135,Tuwima,419,83,Kepa Tarchominska
5760,Czarnkow,12-404,Sciegiennego,204,51,Grodzisk
5761,Warsaw,62-193,Kaliska,461,18,Gorczewska
5762,Swidnica,40-298,Maczka,34,34,Mirow
5763,Kartuzy,55-416,Nalkowskiej,285,15,Stary Mokotow
5764,Ciechocinek,42-840,Lesna,402,29,Solec
5765,Stargard Szczecinski,22-682,Kasztanowa,315,50,Wrzeciono
5766,Lodz,72-595,Krasickiego,369,57,Ursynow
5767,Czchow,82-158,Modrzewiowa,290,60,Muranow
5768,Glogow,86-775,Radosna,342,46,Wawer
5769,Gubin,91-983,Szewska,316,47,Nowa Huta
5770,Cieplice,34-072,Powstancow,136,21,Bielany
5771,Ketrzyn,32-189,Boczna,110,61,Lomianki Dolne
5772,Bytom,44-830,Okrzei,260,36,Zacisze
5773,Kluczbork,79-835,Solidarnosci,422,76,Wygledow
5774,Czempin,73-148,Floriana,474,23,Rakowiec
5775,Czosnow,15-336,Poniatowskiego,344,31,Praga-Poludnie
5776,Wloclawek,32-214,Sadowa,273,60,Gorczewska
5777,Opole,94-860,Mazurska,419,66,Bemowo
5778,Koscian,84-483,Zbozowa,62,30,Stara Ochota
5779,Czorsztyn,24-645,Kreta,369,22,Mokotow-Poludnie
5780,Plock,22-112,Rataja,161,78,Bielany
5781,Radom,50-737,Kalinowa,156,69,Ursynow
5782,Tarnow,44-479,Letnia,253,26,Pyry
5783,Chojnice,36-395,Sawickiej,89,13,Marsa
5784,Dabrowa Gornicza,74-560,Przemyslowa,240,43,Wesola
5785,Inowroclaw,48-656,Harcerska,162,38,Kamionek
5786,Goleniow,10-860,Bukowa,499,69,Lomianki Dolne
5787,Olsztyn,89-845,Willowa,319,68,Lazienki Krolewskie
5788,Drezdenko,45-451,Lipowa,73,81,Stara Ochota
5789,Glogow,49-688,Prosta,373,19,Koszyki
5790,Chojna,07-178,Sklodowskiej-Curie,107,35,Kaskada
5791,Czerwionka,99-650,Diamentowa,290,68,Krowodrza
5792,Goleniow,58-319,Niepodleglosci,498,12,Bemowo
5793,Bydgoszcz,82-500,Zrodlana,59,71,Pyry
5794,Frydman,43-927,Sklodowskiej-Curie,290,42,Bielany
5795,Chelmno,67-491,Akacjowa,380,15,Mokotow
5796,Chelmza,31-987,Sosnowa,189,47,Bialoleka
5797,Rybnik,33-756,Kopernika,95,10,Lipiny
5798,Chocianow,78-690,Dojazdowa,275,52,Ursynow
5799,Czchow,90-409,Strumykowa,413,10,Radosna
5800,Czestochowa,14-964,Rozana,170,46,Mokotow Zachodni
5801,Czosnow,02-647,Lubelska,244,26,Witolin
5802,Garwolin,96-045,Skrajna,353,26,Srodmiescie
5803,Czestochowa,26-856,Urocza,379,14,Witolin
5804,Krakow,89-274,Zaulek,327,34,Grochow
5805,Chorzele,28-510,Swierczewskiego,75,20,Radosna
5806,Dobczyce,12-260,Laczna,323,11,Bielany
5807,Krasnik,31-376,Lesna,371,19,Praga-Poludnie
5808,Chodziez,15-398,Boleslawa Krzywoustego,435,65,Sluzew
5809,Sopot,44-113,Hutnicza,120,13,Sadyba
5810,Dziwnowek,75-015,Szafirowa,340,42,Marsa
5811,Opole,75-367,Przechodnia,456,29,Grabow
5812,Kartuzy,49-644,Swierkowa,301,62,Zoliborz
5813,Dobczyce,60-647,Gdanska,305,11,Kaweczyn
5814,Drawno,09-587,Sarnia,480,58,Przyczolek Grochowski
5815,Klucze,67-792,Promienna,277,56,Podgorze
5816,Bielsko-Biala,65-958,Daleka,47,27,Stegny
5817,Chrzanow,85-989,Zrodlana,255,34,Solec
5818,Radom,51-846,Laczna,46,58,Srodmiescie
5819,Garwolin,76-680,Borowa,362,53,Czerniakow
5820,Gdansk,05-749,Sportowa,164,53,Muranow
5821,Gizycko,81-990,Mala,280,17,Pomiechowek
5822,Goleniow,69-079,Spoldzielcza,14,19,Natolin
5823,Gliwice,48-598,Boczna,106,36,Ksawerow
5824,Swidwin,56-673,Kielecka,125,13,Podgorze
5825,Gostyn,32-488,Wodna,14,38,Sluzew
5826,Dobczyce,63-021,Witosa,315,59,Stara Ochota
5827,Czarnkow,26-233,Jasna,277,18,Pomiechowek
5828,Dziwnow,43-401,Boleslawa Chrobrego,89,57,Mlociny
5829,Kielce,91-585,Mlynarska,337,80,Bartycka
5830,Gardno,25-400,Mlynarska,76,62,Wilanow
5831,Frysztak,61-707,Gorska,3,25,Sadyba
5832,Kielce,45-250,Kasztanowa,68,20,Muranow Poludniowy
5833,Kutno,66-991,Podwale,353,23,Wierzbno
5834,Lublin,51-292,Czeresniowa,169,23,Wola
5835,Gardno,61-418,Odrzanska,422,57,Bartycka
5836,Frombork,81-377,Krotka,354,33,Czerniakow
5837,Wroclaw,54-310,Widok,247,65,Stegny
5838,Przemysl,38-088,Wyspianskiego,186,56,Kamionek
5839,Gliwice,77-415,Korfantego,133,69,Lipiny
5840,Chrzanow,59-373,Jasminowa,214,21,Kamionek
5841,Swiebodzice,58-872,Krakowska,484,59,Powsin
5842,Goleniow,17-210,Kilinskiego,294,81,Rakowiec
5843,Plock,77-934,Szpitalna,187,53,Zoliborz
5844,Kostrzyn nad Odra,63-859,Drzymaly,28,57,Wola
5845,Bytom,56-733,Poziomkowa,114,39,Nowa Huta
5846,Rzeszow,64-127,Glowna,231,18,Ursynow
5847,Chelmno,99-697,Leszczynowa,74,45,Kaweczyn
5848,Jarocin,44-758,Maja,362,23,Targowek
5849,Bydgoszcz,20-676,Mlynarska,483,23,Saska Kepa
5850,Sosnowiec,79-245,Szafirowa,363,62,Targowek
5851,Folk,58-526,Warynskiego,207,31,Mokotow
5852,Drawsko Pomorskie,99-629,Mostowa,286,62,Kabaty
5853,Kostrzyn nad Odra,68-418,Chopina,378,17,Goclaw
5854,Stargard Szczecinski,75-060,Partyzantow,221,78,Natolin
5855,Tarnow,06-888,Kilinskiego,204,17,Kaweczyn
5856,Czarna Bialostocka,01-507,Widok,55,63,Siekierki
5857,Gdynia,50-208,Stolarska,56,49,Ursus
5858,Chocianow,28-589,Konopnickiej,114,38,Szczesliwice
5859,Krakow,01-642,Sowia,381,32,Lipiny
5860,Inowroclaw,59-885,Miodowa,380,36,Stare Miasto
5861,Chelmno,49-277,Browarna,10,84,Stara Ochota
5862,Dubiecko,95-991,Nalkowskiej,435,17,Siekierki
5863,Tychy,41-970,Wiosenna,470,18,Filtry
5864,Gorzow Wielkopolski,25-706,Staszica,308,63,Wilcza
5865,Czosnow,27-190,Ciasna,362,37,Stara Ochota
5866,Rzeszow,30-177,Tysiaclecia,155,82,Bielany
5867,Ruda Slaska,30-935,Sarnia,376,35,Wawer
5868,Poznan,80-811,Chabrowa,96,79,Nowa Huta
5869,Chelmno,73-785,Wierzbowa,295,27,Kabaty
5870,Sosnowiec,89-737,Stawowa,360,66,Ksawerow
5871,Gdansk,03-180,Skargi,130,79,Kabaty
5872,Krakow,71-274,Dluga,183,33,Grabow
5873,Frampol,12-980,Debowa,46,59,Wesola
5874,Czestochowa,36-382,Opolska,102,40,Lipiny
5875,Kety,27-085,Zwyciestwa,406,38,Rembertow
5876,Folk,81-884,Andersa,139,41,Kamionek
5877,Legnica,35-417,Kaszubska,462,33,Wola
5878,Chorzele,23-431,Okrzei,221,26,Rakowka
5879,Chelmno,76-059,Jezynowa,495,30,Mlociny
5880,Ruda Slaska,86-278,Korfantego,67,42,Bemowo
5881,Lublin,47-950,Orla,291,41,Stara Milosna
5882,Swiecie,64-967,Dabrowskiego,15,10,Wilcza
5883,Stargard Szczecinski,78-979,Tuwima,334,56,Praga-Polnoc
5884,Dziwnowek,52-671,Rataja,305,35,Kepa Tarchominska
5885,Czestochowa,12-133,Paderewskiego,57,78,Radosna
5886,Olsztyn,85-557,Szeroka,61,44,Targowek
5887,Drezdenko,42-788,Krakowska,281,59,Bemowo
5888,Ketrzyn,71-040,Prusa,345,57,Michalowice
5889,Czerwionka,07-009,Konstytucji 3 Maja,418,43,Stara Ochota
5890,Krasnik,77-376,Jagodowa,18,31,Radosna
5891,Czarna Bialostocka,61-607,Spoldzielcza,154,17,Sluzew
5892,Sopot,47-764,Wiejska,312,58,Czyste
5893,Kluczbork,88-817,Ceglana,392,80,Stegny
5894,Dobczyce,02-673,Chelmonskiego,62,43,Stegny
5895,Dziwnowek,59-452,Ludowa,224,47,Kamionek
5896,Garwolin,20-351,Perlowa,495,55,Siekierki
5897,Cieplice,04-379,Norwida,362,80,Wilcza
5898,Szczecin,90-369,Polna,347,48,Goclaw
5899,Czempin,23-812,Bukowa,22,74,Mokotow
5900,Jarocin,45-004,Sarnia,456,55,Srodmiescie
5901,Kolobrzeg,37-450,Ptasia,58,45,Ursynow
5902,Bielsko-Biala,58-356,Baczynskiego,176,46,Olesinska
5903,Swidwin,67-408,Fiolkowa,128,64,Kozia
5904,Gliwice,08-151,Jeziorna,421,10,Ksiecia Janusza
5905,Garwolin,33-900,Spokojna,488,10,Zoliborz
5906,Gizycko,63-376,Powstancow,26,67,Czyste
5907,Kielce,64-821,Brzoskwiniowa,172,48,Witolin
5908,Plock,42-369,Zamkowa,230,53,Stare Miasto
5909,Dubiecko,93-638,Grzybowa,164,49,Skarpa Powsinska
5910,Stargard Szczecinski,40-578,Kolonia,425,33,Kabaty
5911,Gniezno,55-704,Jadwigi,100,76,Wlochy
5912,Chodziez,41-100,Orzechowa,2,24,Muranow
5913,Lublin,36-754,Podgorna,159,68,Mlociny
5914,Czarnkow,94-410,Wiatraczna,209,20,Ksiecia Janusza
5915,Stargard Szczecinski,85-452,Sosnowa,334,62,Kabaty
5916,Chocianow,13-606,Mickiewicza,453,50,Powisle
5917,Duszniki-Zdroj,23-904,Wczasowa,368,81,Bartycka
5918,Jarocin,11-108,Zakole,142,78,Powsin
5919,Warsaw,86-264,Okrezna,83,51,Kepa Tarchominska
5920,Swidnica,18-280,Mokra,322,81,Gorczewska
5921,Krasnik,32-784,Krasickiego,245,40,Saska Kepa
5922,Warsaw,36-246,Morcinka,333,58,Mlociny
5923,Drawsko Pomorskie,16-904,Sokola,121,17,Wrzeciono
5924,Plock,39-661,Podmiejska,139,41,Michalowice
5925,Mielec,47-604,Kasztanowa,109,53,Sadyba
5926,Czempin,72-334,Orkana,443,15,Sadyba
5927,Czempin,09-712,Sybirakow,24,67,Skarpa Powsinska
5928,Dabrowa Gornicza,15-084,Pszenna,257,17,Rembertow
5929,Czerwionka,49-862,Sowia,64,64,Olesinska
5930,Gniezno,61-746,Dzialkowa,331,28,Lazienki Krolewskie
5931,Inowroclaw,87-914,Wschodnia,114,32,Krowodrza
5932,Garwolin,53-801,Piwna,290,25,Sadyba
5933,Gliwice,70-642,Sklodowskiej-Curie,319,57,Wlochy
5934,Kluczbork,88-001,Slaska,143,45,Szczesliwice
5935,Dolice,48-775,Letnia,272,12,Lipiny
5936,Sosnowiec,78-770,Mickiewicza,116,16,Bialoleka
5937,Chodziez,09-843,Mickiewicza,0,77,Kabaty
5938,Duszniki-Zdroj,43-144,Wyspianskiego,51,36,Czyste
5939,Dabrowa Gornicza,81-211,Partyzantow,120,48,Kaskada
5940,Stargard Szczecinski,77-242,Reymonta,370,74,Solec
5941,Czarna Bialostocka,02-526,Morelowa,316,82,Praga-Poludnie
5942,Czchow,16-659,Lesna,417,68,Radosc
5943,Gostyn,35-542,Zacisze,316,44,Wilcza
5944,Jaworzno,15-019,Dworcowa,463,17,Natolin
5945,Chelmno,63-078,Kopernika,271,25,Praga-Poludnie
5946,Gdansk,34-404,Malinowa,29,67,Rakowka-Kaweczyn
5947,Chelmno,08-475,Dobra,57,43,Grabow
5948,Bydgoszcz,73-891,Pilsudskiego,80,42,Witolin
5949,Ciechocinek,19-887,Wladyslawa Jagielly,62,50,Srodmiescie
5950,Radom,16-241,Korfantego,454,24,Lazienki Krolewskie
5951,Czosnow,28-949,Kraszewskiego,481,26,Czacki
5952,Kartuzy,55-679,Mila,258,26,Skarpa Powsinska
5953,Czerniejewo,92-424,Krancowa,493,15,Grodzisk
5954,Drawno,87-069,Jastrzebia,227,34,Kabaty
5955,Mielec,75-499,Kraszewskiego,353,37,Ksiecia Janusza
5956,Wloclawek,67-319,Klasztorna,485,49,Wierzbno
5957,Czarna Bialostocka,64-730,Kasztanowa,69,63,Rakowiec
5958,Ciechocinek,58-774,Nadrzeczna,254,83,Praga-Poludnie
5959,Chrzanow,65-806,Krotka,452,58,Podgorze
5960,Opole,55-026,Rejtana,78,17,Jelonki
