1033,DarkSalmon American Samoa,344,2007-09-13,2029-08-24,35231
1034,DarkSeaGreen American Samoa,253,2008-05-04,2028-02-21,36168
1035,DarkSlateBlue American Samoa,357,2005-01-12,2025-01-06,13905
1036,DarkSlateGray American Samoa,186,2007-08-29,2027-08-11,24005
1037,DarkSlateGrey American Samoa,354,2009-03-28,2029-08-11,15078
1038,DarkTurquoise American Samoa,554,2007-08-21,2025-06-10,32329
1039,DarkViolet American Samoa,591,2005-09-02,2028-09-05,4900
1040,DeepPink American Samoa,407,2008-08-27,2025-03-19,13
1041,DeepSkyBlue American Samoa,302,2009-08-14,2025-01-08,13664
1042,DimGray American Samoa,405,2008-03-29,2024-09-27,7007
1043,DimGrey American Samoa,269,2008-04-06,2024-11-07,14923
1044,DodgerBlue American Samoa,293,2009-07-06,2024-01-19,26211
1045,FireBrick American Samoa,308,2007-03-26,2028-07-14,19729
1046,FloralWhite American Samoa,548,2007-02-26,2026-12-18,3499
1047,ForestGreen American Samoa,306,2008-06-14,2026-09-25,21236
1048,Fuchsia American Samoa,264,2008-05-07,2029-04-02,11107
1049,Gainsboro American Samoa,148,2005-05-24,2028-10-19,43664
1050,GhostWhite American Samoa,458,2006-12-27,2029-02-22,336
1051,Gold American Samoa,481,2008-03-05,2029-07-22,27590
1052,GoldenRod American Samoa,375,2007-04-10,2025-08-12,11070
1053,Gray American Samoa,106,2009-04-17,2025-03-19,39234
1054,Grey American Samoa,469,2007-04-05,2028-11-25,8046
1055,Green American Samoa,334,2005-08-30,2029-01-23,13589
1056,GreenYellow American Samoa,123,2006-07-28,2024-03-06,6813
1057,HoneyDew American Samoa,309,2006-05-06,2027-11-18,5626
1058,HotPink American Samoa,290,2007-09-03,2026-06-26,37015
1059,IndianRed American Samoa,194,2009-10-07,2025-03-16,43032
1060,Indigo American Samoa,549,2009-04-21,2027-12-18,33425
1061,Ivory American Samoa,332,2008-06-07,2027-03-21,13914
1062,Khaki American Samoa,536,2005-07-15,2029-12-22,39757
1063,Lavender American Samoa,263,2005-07-07,2028-10-19,44247
1064,LavenderBlush American Samoa,299,2008-12-12,2024-11-09,11227
1065,LawnGreen American Samoa,522,2009-04-26,2027-05-30,4321
1066,LemonChiffon American Samoa,432,2006-01-13,2028-12-14,13531
1067,LightBlue American Samoa,186,2005-03-18,2029-11-16,38353
1068,LightCoral American Samoa,137,2007-11-20,2027-07-24,39254
1069,LightCyan American Samoa,200,2009-06-01,2029-09-29,9656
1070,LightGoldenRodYellow American Samoa,287,2009-09-15,2029-03-13,34417
1071,LightGray American Samoa,120,2007-08-09,2024-04-07,35225
1072,LightGrey American Samoa,160,2009-03-14,2026-01-13,26624
1073,LightGreen American Samoa,449,2007-11-07,2027-12-25,4959
1074,LightPink American Samoa,498,2007-09-03,2029-08-28,16299
1075,LightSalmon American Samoa,227,2007-12-31,2028-01-27,17215
1076,LightSeaGreen American Samoa,481,2005-01-21,2025-07-21,2195
1077,LightSkyBlue American Samoa,118,2005-08-18,2027-12-06,44049
1078,LightSlateGray American Samoa,348,2005-05-17,2025-05-22,27859
1079,LightSlateGrey American Samoa,347,2007-11-23,2027-04-25,38500
1080,LightSteelBlue American Samoa,337,2005-08-18,2024-10-22,24326
1081,LightYellow American Samoa,403,2006-10-25,2029-11-15,40337
1082,Lime American Samoa,552,2007-12-04,2029-05-16,16676
1083,LimeGreen American Samoa,282,2005-10-12,2024-06-23,34052
1084,Linen American Samoa,389,2007-09-12,2026-08-30,40345
1085,Magenta American Samoa,347,2009-09-15,2028-10-09,23242
1086,Maroon American Samoa,355,2005-01-27,2026-07-27,37094
1087,MediumAquaMarine American Samoa,500,2005-02-04,2028-03-04,4739
1088,MediumBlue American Samoa,383,2009-04-16,2026-04-22,47461
1089,MediumOrchid American Samoa,503,2008-07-21,2027-07-02,23168
1090,MediumPurple American Samoa,512,2005-11-03,2027-10-07,12766
1091,MediumSeaGreen American Samoa,168,2005-03-20,2026-03-12,46652
1092,MediumSlateBlue American Samoa,245,2006-07-14,2024-03-22,31760
1093,MediumSpringGreen American Samoa,522,2009-11-19,2029-11-30,11220
1094,MediumTurquoise American Samoa,177,2005-04-02,2029-10-11,27394
1095,MediumVioletRed American Samoa,173,2009-10-29,2029-05-10,25077
1096,MidnightBlue American Samoa,188,2008-11-12,2026-05-04,34964
1097,MintCream American Samoa,221,2007-11-21,2024-04-15,6088
1098,MistyRose American Samoa,176,2007-10-08,2024-02-10,30586
1099,Moccasin American Samoa,576,2008-11-30,2024-09-01,21255
1100,AliceBlue Antarctica,454,2007-11-18,2029-10-24,14092
1101,AntiqueWhite Antarctica,540,2006-08-16,2029-05-21,34295
1102,Aqua Antarctica,217,2005-02-11,2024-07-20,31584
1103,Aquamarine Antarctica,505,2007-05-08,2026-10-08,5921
1104,Azure Antarctica,511,2009-01-13,2024-03-18,26059
1105,Beige Antarctica,436,2008-01-12,2028-06-27,25071
1106,Bisque Antarctica,146,2006-10-24,2024-01-24,16195
1107,Black Antarctica,446,2007-05-01,2024-11-04,44432
1108,BlanchedAlmond Antarctica,413,2009-04-20,2024-06-05,8047
1109,Blue Antarctica,278,2007-01-28,2028-10-01,28711
1110,BlueViolet Antarctica,138,2009-02-05,2029-12-23,15475
1111,Brown Antarctica,519,2007-07-17,2025-12-17,7233
1112,BurlyWood Antarctica,279,2008-05-01,2024-02-16,45184
1113,CadetBlue Antarctica,193,2007-09-16,2025-04-03,9324
1114,Chartreuse Antarctica,313,2006-08-01,2029-05-13,19522
1115,Chocolate Antarctica,364,2009-07-29,2024-11-16,27194
1116,Coral Antarctica,438,2005-08-04,2028-12-29,17551
1117,CornflowerBlue Antarctica,445,2008-04-04,2025-12-09,45229
1118,Cornsilk Antarctica,526,2009-06-05,2024-06-15,48369
1119,Crimson Antarctica,551,2009-10-30,2028-11-18,26796
1120,Cyan Antarctica,344,2007-09-04,2029-12-19,3932
1121,DarkBlue Antarctica,123,2009-01-14,2025-10-27,11699
1122,DarkCyan Antarctica,526,2005-03-05,2024-05-06,2618
1123,DarkGoldenRod Antarctica,251,2006-01-22,2026-06-25,24890
1124,DarkGray Antarctica,422,2008-11-15,2029-08-01,22941
1125,DarkGrey Antarctica,100,2008-04-06,2025-12-03,31315
1126,DarkGreen Antarctica,441,2005-02-07,2026-01-30,7870
1127,DarkKhaki Antarctica,533,2006-11-14,2024-06-19,37558
1128,DarkMagenta Antarctica,257,2009-07-21,2024-01-01,31407
1129,DarkOliveGreen Antarctica,301,2008-01-05,2029-03-18,22451
1130,DarkOrange Antarctica,165,2009-03-03,2028-05-10,29994
1131,DarkOrchid Antarctica,177,2005-11-24,2025-01-13,44893
1132,DarkRed Antarctica,549,2008-08-09,2029-02-13,42034
1133,DarkSalmon Antarctica,102,2006-07-30,2027-05-31,22283
1134,DarkSeaGreen Antarctica,327,2006-04-03,2027-08-28,3276
1135,DarkSlateBlue Antarctica,393,2007-07-25,2028-09-14,36050
1136,DarkSlateGray Antarctica,472,2006-01-28,2024-06-02,36563
1137,DarkSlateGrey Antarctica,454,2006-10-18,2024-04-28,47187
1138,DarkTurquoise Antarctica,313,2006-11-13,2029-11-19,41351
1139,DarkViolet Antarctica,187,2006-03-14,2027-06-07,22536
1140,DeepPink Antarctica,321,2009-11-27,2028-02-29,29506
1141,DeepSkyBlue Antarctica,316,2007-09-02,2025-02-18,42407
1142,DimGray Antarctica,189,2009-11-12,2027-06-04,18968
1143,DimGrey Antarctica,326,2005-06-06,2029-04-02,35826
1144,DodgerBlue Antarctica,427,2008-05-09,2029-06-30,38864
1145,FireBrick Antarctica,543,2006-09-28,2029-07-31,16120
1146,FloralWhite Antarctica,138,2007-02-04,2026-04-30,34572
1147,ForestGreen Antarctica,333,2006-05-24,2024-01-10,37385
1148,Fuchsia Antarctica,272,2006-06-09,2029-06-09,33107
1149,Gainsboro Antarctica,317,2009-03-12,2029-11-11,20080
1150,GhostWhite Antarctica,417,2008-12-27,2027-03-28,34851
1151,Gold Antarctica,587,2007-02-16,2025-06-04,13454
1152,GoldenRod Antarctica,131,2009-07-31,2028-06-17,10316
1153,Gray Antarctica,150,2005-11-30,2027-11-04,39275
1154,Grey Antarctica,225,2008-10-30,2026-04-08,6314
1155,Green Antarctica,560,2008-02-01,2027-07-20,29693
1156,GreenYellow Antarctica,499,2007-04-01,2029-03-25,10522
1157,HoneyDew Antarctica,509,2006-05-02,2025-01-04,35257
1158,HotPink Antarctica,209,2007-06-10,2026-01-30,5945
1159,IndianRed Antarctica,236,2007-07-31,2029-11-16,48013
1160,Indigo Antarctica,418,2006-09-05,2026-07-08,45242
1161,Ivory Antarctica,175,2009-08-24,2026-11-09,21255
1162,Khaki Antarctica,366,2009-11-27,2026-04-17,27760
1163,Lavender Antarctica,417,2006-04-04,2025-08-22,41230
1164,LavenderBlush Antarctica,454,2007-12-05,2027-05-15,36270
1165,LawnGreen Antarctica,333,2005-08-24,2028-10-24,21900
1166,LemonChiffon Antarctica,169,2007-02-05,2024-06-10,17396
1167,LightBlue Antarctica,309,2006-01-31,2028-05-02,33873
1168,LightCoral Antarctica,309,2005-01-01,2024-11-21,16132
1169,LightCyan Antarctica,533,2006-04-10,2025-06-20,28675
1170,LightGoldenRodYellow Antarctica,389,2005-10-24,2025-11-14,45463
1171,LightGray Antarctica,388,2005-02-03,2029-10-17,40569
1172,LightGrey Antarctica,231,2005-08-14,2025-11-25,1711
1173,LightGreen Antarctica,389,2008-04-16,2024-08-18,45447
1174,LightPink Antarctica,523,2008-08-25,2024-08-24,8991
1175,LightSalmon Antarctica,457,2006-08-30,2029-08-28,42743
1176,LightSeaGreen Antarctica,429,2009-05-24,2024-03-16,27205
1177,LightSkyBlue Antarctica,166,2009-02-01,2027-03-29,9256
1178,LightSlateGray Antarctica,179,2005-10-13,2027-10-21,44360
1179,LightSlateGrey Antarctica,265,2009-08-19,2024-03-07,8725
1180,LightSteelBlue Antarctica,140,2008-09-11,2027-07-21,2284
1181,LightYellow Antarctica,152,2005-12-09,2024-09-23,34728
1182,Lime Antarctica,517,2008-06-12,2028-02-08,8656
1183,LimeGreen Antarctica,514,2009-09-18,2029-07-27,10241
1184,Linen Antarctica,320,2009-12-30,2028-07-08,12563
1185,Magenta Antarctica,219,2007-07-17,2024-01-26,32770
1186,Maroon Antarctica,422,2006-07-02,2027-11-13,6769
1187,MediumAquaMarine Antarctica,344,2006-09-29,2028-12-14,19659
1188,MediumBlue Antarctica,101,2006-07-24,2026-06-02,13924
1189,MediumOrchid Antarctica,462,2009-06-13,2024-09-18,46243
1190,MediumPurple Antarctica,540,2007-12-26,2025-02-15,45724
1191,MediumSeaGreen Antarctica,393,2006-05-10,2029-03-10,33576
1192,MediumSlateBlue Antarctica,559,2005-02-14,2026-03-11,40512
1193,MediumSpringGreen Antarctica,589,2009-10-13,2028-05-08,48080
1194,MediumTurquoise Antarctica,197,2008-01-13,2024-05-17,13972
1195,MediumVioletRed Antarctica,145,2005-02-26,2025-12-14,17967
1196,MidnightBlue Antarctica,474,2006-07-18,2026-09-29,18102
1197,MintCream Antarctica,523,2005-06-10,2025-12-22,16111
1198,MistyRose Antarctica,236,2006-03-14,2026-06-09,37056
1199,Moccasin Antarctica,429,2005-03-06,2025-05-23,34918
1200,AliceBlue French Southern Territories,237,2008-07-02,2028-05-29,37217
1201,AntiqueWhite French Southern Territories,466,2007-04-26,2026-07-21,19013
1202,Aqua French Southern Territories,575,2006-09-28,2029-07-04,31052
1203,Aquamarine French Southern Territories,463,2008-09-17,2024-10-13,367
1204,Azure French Southern Territories,398,2008-07-21,2024-10-04,1961
1205,Beige French Southern Territories,496,2005-03-21,2024-01-18,35312
1206,Bisque French Southern Territories,246,2005-08-03,2027-03-02,33580
1207,Black French Southern Territories,157,2009-09-02,2026-02-13,705
1208,BlanchedAlmond French Southern Territories,147,2008-11-06,2028-06-22,73
1209,Blue French Southern Territories,305,2008-02-14,2025-10-21,16727
1210,BlueViolet French Southern Territories,498,2009-02-19,2028-08-29,3258
1211,Brown French Southern Territories,206,2005-12-12,2026-09-02,19465
1212,BurlyWood French Southern Territories,273,2007-08-11,2024-12-04,42355
1213,CadetBlue French Southern Territories,383,2007-08-14,2024-11-18,229
1214,Chartreuse French Southern Territories,282,2007-04-08,2025-10-02,15564
1215,Chocolate French Southern Territories,538,2007-01-17,2024-03-17,11936
1216,Coral French Southern Territories,244,2005-06-03,2028-01-15,28724
1217,CornflowerBlue French Southern Territories,198,2009-03-08,2024-05-06,4716
1218,Cornsilk French Southern Territories,343,2007-01-15,2027-01-21,7073
1219,Crimson French Southern Territories,556,2005-08-23,2027-08-21,47316
1220,Cyan French Southern Territories,202,2008-01-02,2029-05-04,6166
1221,DarkBlue French Southern Territories,476,2008-05-11,2024-10-21,10875
1222,DarkCyan French Southern Territories,108,2005-01-28,2028-05-28,30279
1223,DarkGoldenRod French Southern Territories,546,2007-06-26,2026-02-04,24936
1224,DarkGray French Southern Territories,253,2005-11-05,2027-04-25,37624
1225,DarkGrey French Southern Territories,241,2008-05-05,2026-11-24,7780
1226,DarkGreen French Southern Territories,341,2007-11-06,2028-11-10,15988
1227,DarkKhaki French Southern Territories,573,2006-12-23,2024-05-20,29991
1228,DarkMagenta French Southern Territories,166,2008-04-10,2025-11-02,7020
1229,DarkOliveGreen French Southern Territories,455,2008-11-01,2026-11-27,38083
1230,DarkOrange French Southern Territories,171,2005-01-31,2026-06-13,19026
1231,DarkOrchid French Southern Territories,427,2006-07-29,2027-06-08,46859
1232,DarkRed French Southern Territories,214,2005-03-12,2029-11-05,2701
1233,DarkSalmon French Southern Territories,571,2006-04-02,2028-05-24,31987
1234,DarkSeaGreen French Southern Territories,516,2009-04-26,2026-10-24,4952
1235,DarkSlateBlue French Southern Territories,289,2006-11-08,2028-03-18,35461
1236,DarkSlateGray French Southern Territories,138,2006-03-15,2028-04-11,41256
1237,DarkSlateGrey French Southern Territories,198,2008-02-01,2029-08-12,6536
1238,DarkTurquoise French Southern Territories,451,2008-06-24,2025-11-14,29583
1239,DarkViolet French Southern Territories,168,2006-10-02,2028-01-12,3472
1240,DeepPink French Southern Territories,390,2007-06-12,2025-11-12,24381
1241,DeepSkyBlue French Southern Territories,508,2009-08-27,2024-08-13,33693
1242,DimGray French Southern Territories,230,2005-10-29,2027-08-15,22388
1243,DimGrey French Southern Territories,344,2008-01-25,2027-06-23,35038
1244,DodgerBlue French Southern Territories,207,2005-12-25,2024-10-18,24626
1245,FireBrick French Southern Territories,368,2009-11-24,2029-12-20,25926
1246,FloralWhite French Southern Territories,293,2008-02-16,2029-07-22,15072
1247,ForestGreen French Southern Territories,585,2008-09-03,2028-11-10,40320
1248,Fuchsia French Southern Territories,468,2008-05-17,2024-04-03,4385
1249,Gainsboro French Southern Territories,489,2009-07-04,2029-08-20,36117
1250,GhostWhite French Southern Territories,575,2006-04-08,2029-03-15,2309
1251,Gold French Southern Territories,341,2008-06-10,2025-07-03,37341
1252,GoldenRod French Southern Territories,566,2006-01-31,2029-03-31,43695
1253,Gray French Southern Territories,438,2007-06-12,2026-11-27,37658
1254,Grey French Southern Territories,128,2007-03-04,2029-01-18,87
1255,Green French Southern Territories,585,2007-01-31,2024-12-29,21407
1256,GreenYellow French Southern Territories,501,2006-11-09,2029-05-13,8632
1257,HoneyDew French Southern Territories,595,2007-06-27,2027-12-12,21514
1258,HotPink French Southern Territories,371,2009-10-05,2028-11-03,41860
1259,IndianRed French Southern Territories,217,2005-12-29,2027-09-07,548
1260,Indigo French Southern Territories,498,2009-04-22,2027-09-25,46763
1261,Ivory French Southern Territories,293,2006-10-04,2026-09-10,34982
1262,Khaki French Southern Territories,225,2009-09-28,2026-04-02,6433
1263,Lavender French Southern Territories,554,2006-01-09,2029-06-10,7464
1264,LavenderBlush French Southern Territories,484,2009-12-06,2024-11-19,10091
1265,LawnGreen French Southern Territories,356,2007-10-20,2024-11-11,19916
1266,LemonChiffon French Southern Territories,318,2008-10-01,2026-04-20,35533
1267,LightBlue French Southern Territories,340,2008-05-02,2025-09-21,35244
1268,LightCoral French Southern Territories,243,2009-02-23,2028-06-12,45293
1269,LightCyan French Southern Territories,274,2005-07-01,2028-11-10,16194
1270,LightGoldenRodYellow French Southern Territories,582,2009-09-27,2024-03-23,5310
1271,LightGray French Southern Territories,450,2008-06-13,2025-12-10,44886
1272,LightGrey French Southern Territories,480,2006-12-05,2026-06-10,34206
1273,LightGreen French Southern Territories,205,2009-02-08,2026-06-16,21909
1274,LightPink French Southern Territories,177,2009-11-07,2027-12-24,32929
1275,LightSalmon French Southern Territories,346,2005-01-17,2024-04-13,48379
1276,LightSeaGreen French Southern Territories,167,2008-12-03,2027-02-02,37764
1277,LightSkyBlue French Southern Territories,308,2006-12-06,2029-12-27,10855
1278,LightSlateGray French Southern Territories,224,2009-07-05,2024-01-08,13790
1279,LightSlateGrey French Southern Territories,228,2008-03-07,2029-12-07,13394
1280,LightSteelBlue French Southern Territories,521,2006-04-19,2027-03-03,23005
1281,LightYellow French Southern Territories,443,2009-12-07,2024-10-18,46309
1282,Lime French Southern Territories,366,2005-06-12,2028-04-14,43380
1283,LimeGreen French Southern Territories,342,2005-07-14,2024-04-30,22500
1284,Linen French Southern Territories,546,2009-11-15,2025-06-07,1206
1285,Magenta French Southern Territories,516,2006-05-09,2025-09-04,12653
1286,Maroon French Southern Territories,310,2008-10-12,2026-01-31,27155
1287,MediumAquaMarine French Southern Territories,188,2005-03-22,2026-10-26,3415
1288,MediumBlue French Southern Territories,155,2009-07-24,2029-12-04,28623
1289,MediumOrchid French Southern Territories,107,2005-10-23,2027-05-03,2869
1290,MediumPurple French Southern Territories,552,2006-05-14,2025-01-07,26606
1291,MediumSeaGreen French Southern Territories,119,2006-09-16,2025-06-04,21952
1292,MediumSlateBlue French Southern Territories,341,2008-03-03,2027-08-25,7206
1293,MediumSpringGreen French Southern Territories,221,2005-02-11,2024-02-29,14740
1294,MediumTurquoise French Southern Territories,208,2005-09-11,2024-02-15,12522
1295,MediumVioletRed French Southern Territories,588,2009-05-19,2024-03-18,31033
1296,MidnightBlue French Southern Territories,210,2009-06-08,2028-02-06,48106
1297,MintCream French Southern Territories,377,2005-05-01,2024-08-17,30911
1298,MistyRose French Southern Territories,360,2008-05-31,2029-06-16,401
1299,Moccasin French Southern Territories,328,2006-07-06,2026-12-18,11088
1300,AliceBlue Antigua and Barbuda,231,2009-09-30,2028-06-28,1221
1301,AntiqueWhite Antigua and Barbuda,248,2007-02-25,2025-09-27,6405
1302,Aqua Antigua and Barbuda,277,2007-06-01,2026-01-11,11590
1303,Aquamarine Antigua and Barbuda,551,2009-03-15,2027-10-29,46164
1304,Azure Antigua and Barbuda,211,2007-05-10,2027-03-15,2226
1305,Beige Antigua and Barbuda,137,2007-07-17,2026-03-14,32404
1306,Bisque Antigua and Barbuda,235,2008-12-12,2027-04-20,5853
1307,Black Antigua and Barbuda,188,2006-05-29,2024-08-29,30585
1308,BlanchedAlmond Antigua and Barbuda,298,2009-01-11,2024-04-16,14007
1309,Blue Antigua and Barbuda,542,2005-03-15,2028-12-14,11342
1310,BlueViolet Antigua and Barbuda,473,2007-09-18,2028-04-26,12709
1311,Brown Antigua and Barbuda,391,2006-04-15,2024-06-09,45660
1312,BurlyWood Antigua and Barbuda,239,2007-03-15,2029-02-04,44123
1313,CadetBlue Antigua and Barbuda,320,2006-05-24,2026-05-09,8393
1314,Chartreuse Antigua and Barbuda,487,2009-03-26,2025-10-11,5555
1315,Chocolate Antigua and Barbuda,331,2005-07-15,2026-06-18,45771
1316,Coral Antigua and Barbuda,550,2007-08-15,2027-02-09,39978
1317,CornflowerBlue Antigua and Barbuda,125,2008-07-02,2029-09-22,3748
1318,Cornsilk Antigua and Barbuda,500,2008-08-05,2025-07-11,31780
1319,Crimson Antigua and Barbuda,582,2006-12-28,2027-09-03,37577
1320,Cyan Antigua and Barbuda,213,2008-08-01,2026-07-31,29056
1321,DarkBlue Antigua and Barbuda,297,2009-10-12,2029-02-06,41636
1322,DarkCyan Antigua and Barbuda,165,2005-12-21,2024-05-27,34831
1323,DarkGoldenRod Antigua and Barbuda,401,2005-01-03,2027-01-19,32147
1324,DarkGray Antigua and Barbuda,516,2008-08-08,2026-04-16,35048
1325,DarkGrey Antigua and Barbuda,346,2008-02-01,2029-06-04,32629
1326,DarkGreen Antigua and Barbuda,413,2007-06-25,2025-10-30,37313
1327,DarkKhaki Antigua and Barbuda,268,2007-08-23,2029-06-27,1259
1328,DarkMagenta Antigua and Barbuda,424,2007-11-14,2026-08-26,30067
1329,DarkOliveGreen Antigua and Barbuda,195,2007-03-24,2026-07-18,39191
1330,DarkOrange Antigua and Barbuda,340,2009-03-27,2029-05-10,44483
1331,DarkOrchid Antigua and Barbuda,293,2007-02-17,2027-02-23,23263
1332,DarkRed Antigua and Barbuda,387,2006-06-22,2024-02-19,40121
1333,DarkSalmon Antigua and Barbuda,469,2005-10-13,2026-02-05,41517
1334,DarkSeaGreen Antigua and Barbuda,595,2009-03-07,2027-06-23,4065
1335,DarkSlateBlue Antigua and Barbuda,342,2005-06-03,2027-06-27,30765
1336,DarkSlateGray Antigua and Barbuda,155,2007-09-20,2029-11-17,30422
1337,DarkSlateGrey Antigua and Barbuda,327,2007-10-09,2028-06-15,47697
1338,DarkTurquoise Antigua and Barbuda,156,2006-03-28,2028-06-08,36316
1339,DarkViolet Antigua and Barbuda,441,2008-04-22,2025-10-27,2344
1340,DeepPink Antigua and Barbuda,403,2009-07-02,2026-10-24,12939
1341,DeepSkyBlue Antigua and Barbuda,593,2007-10-13,2024-02-02,41374
1342,DimGray Antigua and Barbuda,315,2005-06-26,2024-02-01,42634
1343,DimGrey Antigua and Barbuda,440,2006-06-09,2025-07-07,10072
1344,DodgerBlue Antigua and Barbuda,337,2009-12-18,2029-06-11,40706
1345,FireBrick Antigua and Barbuda,592,2006-07-11,2025-10-08,17633
1346,FloralWhite Antigua and Barbuda,464,2005-06-12,2024-04-08,25281
1347,ForestGreen Antigua and Barbuda,461,2006-06-26,2027-11-19,45136
1348,Fuchsia Antigua and Barbuda,503,2005-10-10,2026-11-20,21424
1349,Gainsboro Antigua and Barbuda,167,2006-06-12,2025-03-26,30352
1350,GhostWhite Antigua and Barbuda,594,2007-04-11,2026-10-12,33215
1351,Gold Antigua and Barbuda,533,2009-03-05,2028-12-03,36213
1352,GoldenRod Antigua and Barbuda,174,2006-07-06,2028-07-14,36591
1353,Gray Antigua and Barbuda,212,2005-11-18,2028-09-22,16417
1354,Grey Antigua and Barbuda,479,2006-02-13,2027-11-28,43484
1355,Green Antigua and Barbuda,281,2006-09-18,2025-09-19,13225
1356,GreenYellow Antigua and Barbuda,126,2008-05-16,2026-12-10,25425
1357,HoneyDew Antigua and Barbuda,144,2007-05-20,2024-04-19,34446
1358,HotPink Antigua and Barbuda,441,2005-06-13,2028-03-11,22426
1359,IndianRed Antigua and Barbuda,115,2007-11-23,2026-12-02,42593
1360,Indigo Antigua and Barbuda,432,2007-08-28,2025-01-26,40599
1361,Ivory Antigua and Barbuda,260,2007-08-29,2025-07-15,427
1362,Khaki Antigua and Barbuda,374,2006-09-03,2024-06-22,34397
1363,Lavender Antigua and Barbuda,212,2007-12-31,2029-09-23,43284
1364,LavenderBlush Antigua and Barbuda,444,2006-03-12,2024-09-15,5509
1365,LawnGreen Antigua and Barbuda,438,2005-11-19,2029-05-20,13985
1366,LemonChiffon Antigua and Barbuda,301,2005-06-27,2028-06-21,5959
1367,LightBlue Antigua and Barbuda,589,2006-05-13,2026-02-27,15682
1368,LightCoral Antigua and Barbuda,183,2009-06-22,2026-02-14,24567
1369,LightCyan Antigua and Barbuda,480,2007-01-01,2029-09-13,30097
1370,LightGoldenRodYellow Antigua and Barbuda,328,2008-05-23,2028-02-21,1479
1371,LightGray Antigua and Barbuda,310,2009-12-14,2024-08-28,32353
1372,LightGrey Antigua and Barbuda,538,2005-03-28,2026-04-07,5430
1373,LightGreen Antigua and Barbuda,152,2005-10-23,2028-02-15,29158
1374,LightPink Antigua and Barbuda,534,2006-11-11,2029-02-20,40274
1375,LightSalmon Antigua and Barbuda,485,2008-05-09,2026-05-15,46369
1376,LightSeaGreen Antigua and Barbuda,568,2008-06-13,2026-11-08,15851
1377,LightSkyBlue Antigua and Barbuda,197,2008-02-18,2027-08-01,8315
1378,LightSlateGray Antigua and Barbuda,443,2007-12-26,2024-07-15,23255
1379,LightSlateGrey Antigua and Barbuda,246,2007-03-01,2026-12-19,37149
1380,LightSteelBlue Antigua and Barbuda,530,2007-04-15,2025-10-16,3511
1381,LightYellow Antigua and Barbuda,533,2009-02-16,2025-05-18,12702
1382,Lime Antigua and Barbuda,379,2009-04-23,2024-07-12,45917
1383,LimeGreen Antigua and Barbuda,217,2005-08-14,2026-11-04,36766
1384,Linen Antigua and Barbuda,165,2008-12-18,2026-09-02,10682
1385,Magenta Antigua and Barbuda,575,2008-03-03,2024-04-13,13562
1386,Maroon Antigua and Barbuda,398,2008-09-17,2028-06-27,43414
1387,MediumAquaMarine Antigua and Barbuda,528,2005-03-22,2027-04-10,19289
1388,MediumBlue Antigua and Barbuda,260,2005-05-01,2027-09-05,37603
1389,MediumOrchid Antigua and Barbuda,214,2005-04-08,2026-01-01,48383
1390,MediumPurple Antigua and Barbuda,172,2007-04-05,2026-06-28,35049
1391,MediumSeaGreen Antigua and Barbuda,356,2008-06-03,2028-12-08,143
1392,MediumSlateBlue Antigua and Barbuda,442,2009-01-08,2027-10-26,42006
1393,MediumSpringGreen Antigua and Barbuda,516,2009-01-17,2027-10-30,48344
1394,MediumTurquoise Antigua and Barbuda,552,2005-11-22,2025-09-29,25205
1395,MediumVioletRed Antigua and Barbuda,570,2008-10-09,2027-06-28,19398
1396,MidnightBlue Antigua and Barbuda,240,2009-05-13,2028-08-11,42955
1397,MintCream Antigua and Barbuda,103,2008-03-18,2025-05-24,4583
1398,MistyRose Antigua and Barbuda,107,2005-06-13,2029-09-08,2552
1399,Moccasin Antigua and Barbuda,269,2006-01-01,2029-05-15,36710
1400,AliceBlue Australia,207,2008-12-24,2026-08-05,45582
1401,AntiqueWhite Australia,218,2007-11-14,2026-03-10,33284
1402,Aqua Australia,516,2009-07-26,2028-03-13,5107
1403,Aquamarine Australia,585,2006-05-22,2024-12-23,307
1404,Azure Australia,527,2005-10-30,2027-06-03,14259
1405,Beige Australia,592,2005-12-21,2025-07-23,4255
1406,Bisque Australia,374,2005-01-06,2024-11-20,42742
1407,Black Australia,113,2007-03-05,2025-10-12,22530
1408,BlanchedAlmond Australia,122,2006-06-11,2029-06-10,23927
1409,Blue Australia,283,2008-10-19,2025-05-17,15413
1410,BlueViolet Australia,245,2008-06-14,2028-09-05,37151
1411,Brown Australia,211,2005-04-12,2029-09-04,48009
1412,BurlyWood Australia,282,2009-01-09,2024-12-21,26397
1413,CadetBlue Australia,215,2007-05-06,2025-11-17,17203
1414,Chartreuse Australia,202,2007-01-29,2029-05-23,41409
1415,Chocolate Australia,229,2006-07-27,2026-02-06,7031
1416,Coral Australia,182,2007-12-06,2026-10-10,34791
1417,CornflowerBlue Australia,107,2006-11-24,2025-07-09,29622
1418,Cornsilk Australia,518,2006-02-16,2028-04-13,7316
1419,Crimson Australia,233,2005-07-03,2024-06-03,32274
1420,Cyan Australia,543,2008-07-16,2026-07-23,15569
1421,DarkBlue Australia,237,2007-02-12,2027-07-08,22769
1422,DarkCyan Australia,262,2006-01-02,2029-02-10,29157
1423,DarkGoldenRod Australia,425,2007-03-07,2025-01-25,10962
1424,DarkGray Australia,469,2007-12-05,2024-12-28,31370
1425,DarkGrey Australia,385,2005-05-08,2024-11-13,47860
1426,DarkGreen Australia,568,2006-05-24,2027-10-23,10396
1427,DarkKhaki Australia,470,2006-08-09,2029-10-15,46133
