971,2015,45,Creative Writing
972,2016,35,Financial Literacy
973,2017,140,Entrepreneurship
974,2018,65,Computer Programming
975,2019,135,Emotional Intelligence
976,2020,100,Creative Writing
977,2021,85,Computer Programming
978,2022,165,Emotional Intelligence
979,2023,35,Computer Programming
980,2010,190,Environmental Science
981,2011,140,Media Literacy
982,2012,180,Emotional Intelligence
983,2013,160,Computer Programming
984,2014,90,Entrepreneurship
985,2015,45,Creative Writing
986,2016,55,Creative Writing
987,2017,120,Philosophy
988,2018,135,Entrepreneurship
989,2019,170,Financial Literacy
990,2020,50,Emotional Intelligence
991,2021,65,Computer Programming
992,2022,60,Media Literacy
993,2023,115,Creative Writing
994,2010,170,Computer Programming
995,2011,135,Environmental Science
996,2012,50,Environmental Science
997,2013,140,Creative Writing
998,2014,175,Philosophy
999,2015,110,Media Literacy
1000,2016,160,Environmental Science
1001,2017,170,Entrepreneurship
1002,2018,195,Financial Literacy
1003,2019,80,Media Literacy
1004,2020,105,Creative Writing
1005,2021,85,Public Speaking
1006,2022,135,Public Speaking
1007,2023,130,Creative Writing
1008,2010,165,Emotional Intelligence
1009,2011,175,Media Literacy
1010,2012,80,Environmental Science
1011,2013,185,Creative Writing
1012,2014,60,Environmental Science
1013,2015,35,Media Literacy
1014,2016,125,Global Studies
1015,2017,105,Public Speaking
1016,2018,145,Public Speaking
1017,2019,25,Public Speaking
1018,2020,55,Entrepreneurship
1019,2021,140,Entrepreneurship
1020,2022,195,Environmental Science
1021,2023,140,Entrepreneurship
1022,2010,165,Financial Literacy
1023,2011,60,Computer Programming
1024,2012,195,Computer Programming
1025,2013,165,Entrepreneurship
1026,2014,160,Philosophy
1027,2015,105,Financial Literacy
1028,2016,185,Global Studies
1029,2017,140,Philosophy
1030,2018,170,Computer Programming
1031,2019,90,Creative Writing
1032,2020,90,Creative Writing
1033,2021,25,Media Literacy
1034,2022,115,Global Studies
1035,2023,100,Emotional Intelligence
1036,2010,80,Media Literacy
1037,2011,190,Public Speaking
1038,2012,135,Philosophy
1039,2013,100,Creative Writing
1040,2014,90,Global Studies
1041,2015,70,Entrepreneurship
1042,2016,35,Philosophy
1043,2017,55,Entrepreneurship
1044,2018,85,Entrepreneurship
1045,2019,190,Entrepreneurship
1046,2020,135,Public Speaking
1047,2021,155,Creative Writing
1048,2022,150,Media Literacy
1049,2023,85,Philosophy
1050,2010,155,Public Speaking
1051,2011,175,Public Speaking
1052,2012,150,Media Literacy
1053,2013,110,Emotional Intelligence
1054,2014,60,Environmental Science
1055,2015,125,Media Literacy
1056,2016,195,Emotional Intelligence
1057,2017,150,Public Speaking
1058,2018,140,Philosophy
1059,2019,35,Entrepreneurship
1060,2020,65,Computer Programming
1061,2021,25,Computer Programming
1062,2022,120,Financial Literacy
1063,2023,170,Financial Literacy
1064,2010,170,Entrepreneurship
1065,2011,25,Emotional Intelligence
1066,2012,80,Media Literacy
1067,2013,140,Media Literacy
1068,2014,85,Emotional Intelligence
1069,2015,140,Philosophy
1070,2016,80,Financial Literacy
1071,2017,170,Public Speaking
1072,2018,55,Creative Writing
1073,2019,125,Public Speaking
1074,2020,35,Environmental Science
1075,2021,30,Creative Writing
1076,2022,190,Financial Literacy
1077,2023,160,Public Speaking
1078,2010,25,Creative Writing
1079,2011,130,Philosophy
1080,2012,40,Creative Writing
1081,2013,70,Financial Literacy
1082,2014,180,Global Studies
1083,2015,150,Emotional Intelligence
1084,2016,195,Computer Programming
1085,2017,110,Media Literacy
1086,2018,85,Environmental Science
1087,2019,85,Entrepreneurship
1088,2020,125,Environmental Science
1089,2021,140,Computer Programming
1090,2022,170,Philosophy
1091,2023,30,Philosophy
1092,2010,110,Public Speaking
1093,2011,100,Philosophy
1094,2012,155,Computer Programming
1095,2013,190,Philosophy
1096,2014,95,Creative Writing
1097,2015,60,Public Speaking
1098,2016,65,Creative Writing
1099,2017,55,Emotional Intelligence
1100,2018,180,Public Speaking
1101,2019,150,Environmental Science
1102,2020,110,Global Studies
1103,2021,95,Media Literacy
1104,2022,150,Emotional Intelligence
1105,2023,45,Philosophy
1106,2010,140,Public Speaking
1107,2011,55,Media Literacy
1108,2012,75,Creative Writing
1109,2013,90,Philosophy
1110,2014,110,Computer Programming
1111,2015,130,Public Speaking
1112,2016,115,Creative Writing
1113,2017,70,Philosophy
1114,2018,65,Emotional Intelligence
1115,2019,145,Philosophy
1116,2020,195,Computer Programming
1117,2021,30,Creative Writing
1118,2022,115,Emotional Intelligence
1119,2023,175,Entrepreneurship
1120,2010,195,Philosophy
1121,2011,195,Environmental Science
1122,2012,190,Emotional Intelligence
1123,2013,130,Creative Writing
1124,2014,30,Public Speaking
1125,2015,45,Media Literacy
1126,2016,65,Philosophy
1127,2017,145,Financial Literacy
1128,2018,80,Media Literacy
1129,2019,75,Emotional Intelligence
1130,2020,125,Computer Programming
1131,2021,35,Public Speaking
1132,2022,180,Emotional Intelligence
1133,2023,25,Media Literacy
1134,2010,160,Philosophy
1135,2011,180,Global Studies
1136,2012,160,Computer Programming
1137,2013,30,Philosophy
1138,2014,30,Financial Literacy
1139,2015,95,Public Speaking
1140,2016,80,Financial Literacy
1141,2017,120,Computer Programming
1142,2018,135,Computer Programming
1143,2019,180,Public Speaking
1144,2020,80,Financial Literacy
1145,2021,170,Emotional Intelligence
1146,2022,30,Computer Programming
1147,2023,75,Financial Literacy
1148,2010,40,Financial Literacy
1149,2011,115,Public Speaking
1150,2012,190,Media Literacy
1151,2013,25,Global Studies
1152,2014,90,Philosophy
1153,2015,155,Philosophy
1154,2016,70,Entrepreneurship
1155,2017,95,Public Speaking
1156,2018,30,Financial Literacy
1157,2019,45,Emotional Intelligence
1158,2020,85,Media Literacy
1159,2021,140,Emotional Intelligence
1160,2022,145,Philosophy
1161,2023,130,Financial Literacy
1162,2010,175,Financial Literacy
1163,2011,115,Financial Literacy
1164,2012,195,Creative Writing
1165,2013,45,Public Speaking
1166,2014,190,Financial Literacy
1167,2015,135,Computer Programming
1168,2016,130,Entrepreneurship
1169,2017,175,Creative Writing
1170,2018,145,Public Speaking
1171,2019,195,Creative Writing
1172,2020,155,Creative Writing
1173,2021,155,Entrepreneurship
1174,2022,150,Public Speaking
1175,2023,95,Public Speaking
1176,2010,40,Media Literacy
1177,2011,25,Environmental Science
1178,2012,120,Entrepreneurship
1179,2013,140,Creative Writing
1180,2014,150,Public Speaking
1181,2015,70,Global Studies
1182,2016,120,Environmental Science
1183,2017,135,Financial Literacy
1184,2018,35,Philosophy
1185,2019,100,Emotional Intelligence
1186,2020,145,Creative Writing
1187,2021,40,Public Speaking
1188,2022,60,Philosophy
1189,2023,35,Environmental Science
1190,2010,30,Global Studies
1191,2011,90,Philosophy
1192,2012,85,Global Studies
1193,2013,50,Emotional Intelligence
1194,2014,95,Philosophy
1195,2015,60,Financial Literacy
1196,2016,95,Financial Literacy
1197,2017,150,Global Studies
1198,2018,90,Environmental Science
1199,2019,100,Computer Programming
1200,2020,185,Public Speaking
1201,2021,25,Environmental Science
1202,2022,50,Global Studies
1203,2023,40,Environmental Science
1204,2010,35,Financial Literacy
1205,2011,75,Environmental Science
1206,2012,115,Global Studies
1207,2013,170,Global Studies
1208,2014,115,Creative Writing
1209,2015,110,Emotional Intelligence
1210,2016,30,Entrepreneurship
1211,2017,145,Global Studies
1212,2018,150,Public Speaking
1213,2019,125,Environmental Science
1214,2020,150,Emotional Intelligence
1215,2021,80,Financial Literacy
1216,2022,150,Philosophy
1217,2023,65,Global Studies
1218,2010,185,Global Studies
1219,2011,150,Financial Literacy
1220,2012,125,Media Literacy
1221,2013,100,Creative Writing
1222,2014,115,Public Speaking
1223,2015,45,Media Literacy
1224,2016,65,Computer Programming
1225,2017,115,Financial Literacy
1226,2018,135,Computer Programming
1227,2019,125,Global Studies
1228,2020,85,Creative Writing
1229,2021,120,Media Literacy
1230,2022,130,Emotional Intelligence
1231,2023,110,Media Literacy
1232,2010,65,Entrepreneurship
1233,2011,30,Entrepreneurship
1234,2012,160,Financial Literacy
1235,2013,30,Emotional Intelligence
1236,2014,75,Computer Programming
1237,2015,50,Entrepreneurship
1238,2016,145,Financial Literacy
1239,2017,110,Global Studies
1240,2018,50,Financial Literacy
1241,2019,60,Creative Writing
1242,2020,65,Global Studies
1243,2021,190,Entrepreneurship
1244,2022,190,Environmental Science
1245,2023,80,Financial Literacy
1246,2010,55,Public Speaking
1247,2011,145,Entrepreneurship
1248,2012,30,Philosophy
1249,2013,115,Media Literacy
1250,2014,185,Emotional Intelligence
1251,2015,190,Computer Programming
1252,2016,85,Creative Writing
1253,2017,135,Global Studies
1254,2018,75,Creative Writing
1255,2019,160,Entrepreneurship
1256,2020,175,Emotional Intelligence
1257,2021,95,Philosophy
1258,2022,170,Environmental Science
1259,2023,55,Emotional Intelligence
1260,2010,65,Environmental Science
1261,2011,185,Media Literacy
1262,2012,65,Entrepreneurship
1263,2013,180,Financial Literacy
1264,2014,180,Emotional Intelligence
1265,2015,145,Entrepreneurship
1266,2016,70,Financial Literacy
1267,2017,190,Creative Writing
1268,2018,25,Creative Writing
1269,2019,60,Public Speaking
1270,2020,70,Philosophy
1271,2021,130,Computer Programming
1272,2022,95,Computer Programming
1273,2023,130,Entrepreneurship
1274,2010,85,Public Speaking
1275,2011,140,Philosophy
1276,2012,60,Entrepreneurship
1277,2013,155,Philosophy
1278,2014,75,Entrepreneurship
1279,2015,45,Global Studies
1280,2016,60,Media Literacy
1281,2017,145,Global Studies
1282,2018,140,Emotional Intelligence
1283,2019,60,Financial Literacy
1284,2020,100,Entrepreneurship
1285,2021,170,Media Literacy
1286,2022,175,Philosophy
1287,2023,170,Global Studies
1288,2010,100,Global Studies
1289,2011,70,Philosophy
1290,2012,185,Media Literacy
1291,2013,150,Financial Literacy
1292,2014,135,Computer Programming
1293,2015,75,Computer Programming
1294,2016,55,Financial Literacy
1295,2017,155,Environmental Science
1296,2018,175,Global Studies
1297,2019,35,Environmental Science
1298,2020,70,Entrepreneurship
1299,2021,95,Global Studies
1300,2022,110,Public Speaking
1301,2023,85,Philosophy
1302,2010,150,Creative Writing
1303,2011,60,Creative Writing
1304,2012,65,Public Speaking
1305,2013,75,Creative Writing
1306,2014,25,Philosophy
1307,2015,105,Financial Literacy
1308,2016,30,Computer Programming
1309,2017,185,Computer Programming
1310,2018,35,Emotional Intelligence
1311,2019,100,Public Speaking
1312,2020,180,Financial Literacy
1313,2021,105,Creative Writing
1314,2022,40,Philosophy
1315,2023,85,Philosophy
1316,2010,80,Global Studies
1317,2011,180,Public Speaking
1318,2012,165,Public Speaking
1319,2013,70,Philosophy
1320,2014,25,Public Speaking
1321,2015,35,Financial Literacy
1322,2016,180,Global Studies
1323,2017,150,Financial Literacy
1324,2018,145,Entrepreneurship
1325,2019,140,Creative Writing
1326,2020,80,Financial Literacy
1327,2021,145,Computer Programming
1328,2022,155,Emotional Intelligence
1329,2023,70,Environmental Science
1330,2010,145,Creative Writing
1331,2011,180,Computer Programming
1332,2012,65,Entrepreneurship
1333,2013,180,Computer Programming
1334,2014,105,Philosophy
1335,2015,95,Philosophy
1336,2016,190,Environmental Science
1337,2017,130,Global Studies
1338,2018,70,Emotional Intelligence
1339,2019,175,Environmental Science
1340,2020,175,Global Studies
1341,2021,55,Entrepreneurship
1342,2022,135,Computer Programming
1343,2023,185,Media Literacy
1344,2010,105,Computer Programming
1345,2011,190,Media Literacy
1346,2012,50,Media Literacy
1347,2013,85,Entrepreneurship
1348,2014,85,Financial Literacy
1349,2015,40,Emotional Intelligence
1350,2016,55,Media Literacy
1351,2017,65,Public Speaking
1352,2018,60,Global Studies
1353,2019,155,Global Studies
1354,2020,120,Environmental Science
1355,2021,185,Entrepreneurship
1356,2022,105,Philosophy
1357,2023,110,Public Speaking
1358,2010,130,Media Literacy
1359,2011,60,Emotional Intelligence
1360,2012,115,Entrepreneurship
1361,2013,125,Philosophy
1362,2014,165,Creative Writing
1363,2015,120,Media Literacy
1364,2016,185,Philosophy
1365,2017,135,Philosophy
1366,2018,75,Creative Writing
1367,2019,155,Media Literacy
1368,2020,105,Emotional Intelligence
1369,2021,35,Philosophy
1370,2022,180,Computer Programming
1371,2023,45,Philosophy
1372,2010,190,Creative Writing
1373,2011,70,Entrepreneurship
1374,2012,150,Emotional Intelligence
1375,2013,110,Environmental Science
1376,2014,180,Philosophy
1377,2015,165,Computer Programming
1378,2016,165,Philosophy
1379,2017,150,Public Speaking
1380,2018,25,Computer Programming
1381,2019,90,Public Speaking
1382,2020,35,Media Literacy
1383,2021,125,Public Speaking
1384,2022,45,Emotional Intelligence
1385,2023,55,Entrepreneurship
1386,2010,95,Public Speaking
1387,2011,195,Media Literacy
1388,2012,85,Financial Literacy
1389,2013,85,Creative Writing
1390,2014,105,Emotional Intelligence
1391,2015,105,Global Studies
1392,2016,185,Creative Writing
1393,2017,160,Financial Literacy
1394,2018,110,Public Speaking
1395,2019,75,Philosophy
1396,2020,150,Philosophy
1397,2021,105,Media Literacy
1398,2022,85,Entrepreneurship
1399,2023,35,Financial Literacy
1400,2010,85,Public Speaking
1401,2011,95,Public Speaking
1402,2012,30,Financial Literacy
1403,2013,55,Public Speaking
1404,2014,135,Financial Literacy
1405,2015,40,Emotional Intelligence
1406,2016,75,Computer Programming
1407,2017,70,Environmental Science
1408,2018,150,Environmental Science
1409,2019,110,Entrepreneurship
1410,2020,30,Creative Writing
1411,2021,125,Financial Literacy
1412,2022,160,Public Speaking
1413,2023,135,Environmental Science
1414,2010,65,Philosophy
1415,2011,55,Public Speaking
1416,2012,185,Media Literacy
1417,2013,190,Public Speaking
1418,2014,180,Financial Literacy
1419,2015,90,Public Speaking
1420,2016,190,Public Speaking
1421,2017,105,Media Literacy
1422,2018,195,Environmental Science
1423,2019,165,Creative Writing
1424,2020,50,Entrepreneurship
1425,2021,190,Creative Writing
1426,2022,75,Financial Literacy
1427,2023,155,Creative Writing
1428,2010,195,Computer Programming
1429,2011,110,Philosophy
1430,2012,135,Environmental Science
1431,2013,75,Media Literacy
1432,2014,190,Public Speaking
1433,2015,105,Public Speaking
1434,2016,100,Creative Writing
1435,2017,45,Public Speaking
1436,2018,195,Media Literacy
1437,2019,25,Media Literacy
1438,2020,50,Environmental Science
1439,2021,75,Public Speaking
1440,2022,135,Media Literacy
1441,2023,80,Global Studies
1442,2010,55,Global Studies
1443,2011,130,Global Studies
1444,2012,65,Global Studies
1445,2013,190,Philosophy
1446,2014,150,Media Literacy
1447,2015,145,Entrepreneurship
1448,2016,140,Entrepreneurship
1449,2017,90,Philosophy
1450,2018,170,Computer Programming
1451,2019,45,Media Literacy
1452,2020,120,Financial Literacy
1453,2021,25,Media Literacy
1454,2022,170,Emotional Intelligence
1455,2023,100,Entrepreneurship
1456,2010,145,Global Studies
1457,2011,170,Emotional Intelligence
1458,2012,55,Philosophy
1459,2013,115,Emotional Intelligence
1460,2014,145,Global Studies
1461,2015,180,Environmental Science
1462,2016,140,Media Literacy
1463,2017,170,Entrepreneurship
1464,2018,30,Philosophy
1465,2019,165,Entrepreneurship
1466,2020,90,Creative Writing
1467,2021,70,Media Literacy
1468,2022,100,Entrepreneurship
1469,2023,50,Global Studies
1470,2010,185,Media Literacy
1471,2011,165,Media Literacy
1472,2012,160,Computer Programming
1473,2013,165,Global Studies
1474,2014,35,Emotional Intelligence
1475,2015,25,Public Speaking
1476,2016,170,Emotional Intelligence
1477,2017,85,Global Studies
1478,2018,165,Financial Literacy
1479,2019,140,Public Speaking
1480,2020,100,Media Literacy
1481,2021,185,Entrepreneurship
1482,2022,25,Financial Literacy
1483,2023,145,Computer Programming
1484,2010,105,Creative Writing
1485,2011,60,Global Studies
1486,2012,165,Media Literacy
1487,2013,70,Computer Programming
1488,2014,145,Creative Writing
1489,2015,150,Emotional Intelligence
1490,2016,65,Financial Literacy
1491,2017,90,Creative Writing
1492,2018,130,Entrepreneurship
1493,2019,80,Computer Programming
1494,2020,185,Public Speaking
1495,2021,120,Financial Literacy
1496,2022,35,Creative Writing
1497,2023,55,Financial Literacy
1498,2010,70,Philosophy
1499,2011,155,Media Literacy
1500,2012,55,Media Literacy
1501,2013,35,Entrepreneurship
1502,2014,75,Financial Literacy
1503,2015,165,Media Literacy
1504,2016,50,Emotional Intelligence
1505,2017,130,Environmental Science
1506,2018,195,Environmental Science
1507,2019,115,Philosophy
1508,2020,190,Media Literacy
1509,2021,195,Media Literacy
1510,2022,175,Emotional Intelligence
1511,2023,160,Financial Literacy
1512,2010,170,Entrepreneurship
1513,2011,60,Environmental Science
1514,2012,135,Creative Writing
1515,2013,60,Environmental Science
1516,2014,95,Creative Writing
1517,2015,80,Emotional Intelligence
1518,2016,190,Financial Literacy
1519,2017,170,Media Literacy
1520,2018,155,Global Studies
1521,2019,165,Public Speaking
1522,2020,155,Emotional Intelligence
1523,2021,95,Media Literacy
1524,2022,175,Public Speaking
1525,2023,35,Computer Programming
1526,2010,140,Philosophy
1527,2011,25,Philosophy
1528,2012,155,Public Speaking
1529,2013,50,Creative Writing
1530,2014,135,Philosophy
1531,2015,95,Creative Writing
1532,2016,145,Public Speaking
1533,2017,130,Entrepreneurship
1534,2018,135,Creative Writing
1535,2019,50,Public Speaking
1536,2020,140,Media Literacy
1537,2021,175,Media Literacy
1538,2022,60,Emotional Intelligence
1539,2023,180,Financial Literacy
1540,2010,30,Computer Programming
1541,2011,30,Global Studies
1542,2012,75,Creative Writing
1543,2013,155,Philosophy
1544,2014,135,Computer Programming
1545,2015,190,Financial Literacy
1546,2016,95,Creative Writing
1547,2017,175,Creative Writing
1548,2018,70,Global Studies
1549,2019,195,Public Speaking
1550,2020,45,Global Studies
1551,2021,25,Public Speaking
1552,2022,70,Global Studies
1553,2023,60,Emotional Intelligence
1554,2010,75,Philosophy
1555,2011,175,Computer Programming
1556,2012,135,Computer Programming
1557,2013,150,Computer Programming
1558,2014,70,Financial Literacy
1559,2015,65,Computer Programming
1560,2016,135,Philosophy
1561,2017,115,Media Literacy
1562,2018,125,Emotional Intelligence
1563,2019,30,Creative Writing
1564,2020,35,Entrepreneurship
1565,2021,75,Public Speaking
1566,2022,195,Philosophy
1567,2023,85,Creative Writing
1568,2010,40,Emotional Intelligence
1569,2011,75,Public Speaking
1570,2012,155,Entrepreneurship
1571,2013,140,Global Studies
1572,2014,75,Philosophy
1573,2015,105,Media Literacy
1574,2016,50,Emotional Intelligence
1575,2017,125,Financial Literacy
1576,2018,70,Global Studies
1577,2019,185,Financial Literacy
1578,2020,180,Global Studies
1579,2021,30,Public Speaking
1580,2022,25,Environmental Science
1581,2023,65,Philosophy
1582,2010,35,Environmental Science
1583,2011,25,Global Studies
1584,2012,80,Public Speaking
1585,2013,50,Computer Programming
1586,2014,105,Media Literacy
1587,2015,115,Creative Writing
1588,2016,160,Media Literacy
1589,2017,120,Media Literacy
1590,2018,25,Computer Programming
1591,2019,50,Creative Writing
1592,2020,175,Financial Literacy
1593,2021,85,Media Literacy
1594,2022,180,Computer Programming
1595,2023,150,Financial Literacy
1596,2010,115,Media Literacy
1597,2011,70,Public Speaking
1598,2012,185,Creative Writing
1599,2013,160,Entrepreneurship
1600,2014,155,Financial Literacy
1601,2015,100,Environmental Science
1602,2016,160,Global Studies
1603,2017,175,Financial Literacy
1604,2018,135,Philosophy
1605,2019,165,Entrepreneurship
1606,2020,30,Global Studies
1607,2021,165,Emotional Intelligence
1608,2022,80,Public Speaking
1609,2023,70,Environmental Science
1610,2010,140,Environmental Science
1611,2011,80,Public Speaking
1612,2012,80,Media Literacy
1613,2013,150,Environmental Science
1614,2014,95,Media Literacy
1615,2015,100,Environmental Science
1616,2016,160,Public Speaking
1617,2017,25,Public Speaking
1618,2018,175,Environmental Science
1619,2019,170,Environmental Science
1620,2020,85,Global Studies
1621,2021,55,Creative Writing
1622,2022,65,Creative Writing
1623,2023,140,Emotional Intelligence
1624,2010,90,Entrepreneurship
1625,2011,75,Entrepreneurship
1626,2012,180,Philosophy
1627,2013,60,Philosophy
1628,2014,110,Global Studies
1629,2015,60,Environmental Science
1630,2016,25,Emotional Intelligence
1631,2017,95,Global Studies
1632,2018,100,Philosophy
1633,2019,90,Creative Writing
1634,2020,65,Computer Programming
1635,2021,105,Financial Literacy
1636,2022,165,Computer Programming
1637,2023,85,Environmental Science
1638,2010,50,Financial Literacy
1639,2011,80,Entrepreneurship
1640,2012,110,Environmental Science
1641,2013,165,Global Studies
1642,2014,65,Entrepreneurship
1643,2015,140,Public Speaking
1644,2016,105,Computer Programming
1645,2017,135,Emotional Intelligence
1646,2018,190,Financial Literacy
1647,2019,185,Global Studies
1648,2020,145,Media Literacy
1649,2021,35,Environmental Science
1650,2022,50,Philosophy
1651,2023,170,Financial Literacy
1652,2010,35,Philosophy
1653,2011,25,Public Speaking
1654,2012,65,Entrepreneurship
1655,2013,195,Entrepreneurship
1656,2014,35,Public Speaking
1657,2015,45,Financial Literacy
1658,2016,190,Financial Literacy
1659,2017,80,Computer Programming
1660,2018,145,Financial Literacy
1661,2019,135,Global Studies
1662,2020,175,Global Studies
1663,2021,105,Creative Writing
1664,2022,80,Media Literacy
1665,2023,195,Public Speaking
1666,2010,105,Environmental Science
1667,2011,105,Financial Literacy
1668,2012,185,Philosophy
1669,2013,185,Public Speaking
1670,2014,50,Media Literacy
1671,2015,125,Environmental Science
1672,2016,135,Financial Literacy
1673,2017,150,Entrepreneurship
1674,2018,80,Creative Writing
1675,2019,45,Media Literacy
1676,2020,160,Global Studies
1677,2021,120,Media Literacy
1678,2022,135,Environmental Science
1679,2023,185,Emotional Intelligence
1680,2010,60,Computer Programming
1681,2011,135,Environmental Science
1682,2012,110,Financial Literacy
1683,2013,75,Philosophy
1684,2014,110,Financial Literacy
1685,2015,190,Global Studies
1686,2016,45,Media Literacy
1687,2017,80,Computer Programming
1688,2018,75,Environmental Science
1689,2019,130,Entrepreneurship
1690,2020,120,Creative Writing
1691,2021,50,Computer Programming
1692,2022,115,Emotional Intelligence
1693,2023,185,Creative Writing
1694,2010,170,Public Speaking
1695,2011,175,Emotional Intelligence
1696,2012,190,Media Literacy
1697,2013,145,Entrepreneurship
1698,2014,95,Entrepreneurship
1699,2015,110,Computer Programming
1700,2016,30,Environmental Science
1701,2017,95,Emotional Intelligence
1702,2018,85,Entrepreneurship
1703,2019,60,Environmental Science
1704,2020,35,Philosophy
1705,2021,145,Philosophy
1706,2022,30,Global Studies
1707,2023,175,Public Speaking
1708,2010,185,Public Speaking
1709,2011,105,Media Literacy
1710,2012,100,Philosophy
1711,2013,35,Financial Literacy
1712,2014,180,Environmental Science
1713,2015,190,Media Literacy
1714,2016,70,Global Studies
1715,2017,95,Public Speaking
1716,2018,90,Global Studies
1717,2019,60,Philosophy
1718,2020,60,Public Speaking
1719,2021,100,Creative Writing
1720,2022,185,Creative Writing
1721,2023,185,Philosophy
1722,2010,55,Emotional Intelligence
1723,2011,70,Media Literacy
1724,2012,90,Creative Writing
1725,2013,85,Environmental Science
1726,2014,35,Entrepreneurship
1727,2015,125,Media Literacy
1728,2016,75,Environmental Science
1729,2017,170,Media Literacy
1730,2018,30,Creative Writing
1731,2019,100,Computer Programming
1732,2020,160,Global Studies
1733,2021,125,Global Studies
1734,2022,85,Emotional Intelligence
1735,2023,90,Environmental Science
1736,2010,65,Entrepreneurship
1737,2011,100,Creative Writing
1738,2012,195,Global Studies
1739,2013,105,Global Studies
1740,2014,40,Computer Programming
1741,2015,60,Computer Programming
1742,2016,70,Financial Literacy
1743,2017,110,Media Literacy
1744,2018,175,Computer Programming
1745,2019,30,Philosophy
1746,2020,120,Public Speaking
1747,2021,80,Media Literacy
1748,2022,140,Computer Programming
1749,2023,150,Computer Programming
1750,2010,70,Global Studies
1751,2011,115,Emotional Intelligence
1752,2012,100,Philosophy
1753,2013,25,Entrepreneurship
1754,2014,125,Financial Literacy
1755,2015,40,Media Literacy
1756,2016,175,Entrepreneurship
1757,2017,180,Entrepreneurship
1758,2018,190,Public Speaking
1759,2019,185,Emotional Intelligence
1760,2020,140,Entrepreneurship
1761,2021,95,Computer Programming
1762,2022,185,Philosophy
1763,2023,160,Public Speaking
1764,2010,30,Entrepreneurship
1765,2011,115,Philosophy
1766,2012,75,Computer Programming
1767,2013,110,Philosophy
1768,2014,105,Computer Programming
1769,2015,105,Media Literacy
1770,2016,140,Entrepreneurship
1771,2017,65,Financial Literacy
1772,2018,25,Public Speaking
1773,2019,145,Financial Literacy
1774,2020,195,Environmental Science
1775,2021,115,Philosophy
1776,2022,40,Philosophy
1777,2023,80,Public Speaking
1778,2010,115,Computer Programming
1779,2011,125,Global Studies
1780,2012,125,Environmental Science
1781,2013,110,Media Literacy
1782,2014,100,Financial Literacy
1783,2015,65,Media Literacy
1784,2016,65,Financial Literacy
1785,2017,190,Philosophy
1786,2018,90,Computer Programming
1787,2019,90,Financial Literacy
1788,2020,50,Computer Programming
1789,2021,160,Global Studies
1790,2022,120,Entrepreneurship
1791,2023,35,Financial Literacy
1792,2010,30,Global Studies
1793,2011,105,Computer Programming
1794,2012,50,Creative Writing
1795,2013,55,Public Speaking
1796,2014,160,Environmental Science
1797,2015,150,Entrepreneurship
1798,2016,175,Creative Writing
1799,2017,170,Public Speaking
1800,2018,80,Philosophy
1801,2019,130,Financial Literacy
1802,2020,145,Environmental Science
1803,2021,115,Environmental Science
1804,2022,25,Media Literacy
1805,2023,65,Global Studies
1806,2010,65,Public Speaking
1807,2011,160,Media Literacy
1808,2012,35,Creative Writing
1809,2013,120,Media Literacy
1810,2014,115,Public Speaking
1811,2015,120,Media Literacy
1812,2016,140,Financial Literacy
1813,2017,180,Creative Writing
1814,2018,190,Financial Literacy
1815,2019,25,Global Studies
1816,2020,180,Emotional Intelligence
1817,2021,70,Public Speaking
1818,2022,60,Media Literacy
1819,2023,165,Financial Literacy
1820,2010,90,Public Speaking
1821,2011,150,Computer Programming
1822,2012,175,Global Studies
1823,2013,100,Environmental Science
1824,2014,55,Computer Programming
1825,2015,85,Financial Literacy
1826,2016,60,Philosophy
1827,2017,55,Public Speaking
1828,2018,195,Public Speaking
1829,2019,175,Public Speaking
1830,2020,40,Public Speaking
1831,2021,170,Philosophy
1832,2022,180,Philosophy
1833,2023,185,Financial Literacy
1834,2010,80,Media Literacy
1835,2011,40,Computer Programming
1836,2012,55,Global Studies
1837,2013,100,Entrepreneurship
1838,2014,180,Computer Programming
1839,2015,105,Philosophy
1840,2016,50,Philosophy
1841,2017,60,Media Literacy
1842,2018,75,Financial Literacy
1843,2019,145,Entrepreneurship
1844,2020,195,Media Literacy
1845,2021,110,Financial Literacy
1846,2022,160,Environmental Science
1847,2023,35,Media Literacy
1848,2010,175,Public Speaking
1849,2011,170,Public Speaking
1850,2012,160,Financial Literacy
1851,2013,95,Financial Literacy
1852,2014,95,Philosophy
1853,2015,45,Creative Writing
1854,2016,185,Entrepreneurship
1855,2017,180,Environmental Science
1856,2018,105,Public Speaking
1857,2019,55,Entrepreneurship
1858,2020,125,Computer Programming
1859,2021,145,Computer Programming
1860,2022,145,Philosophy
1861,2023,105,Creative Writing
1862,2010,110,Media Literacy
1863,2011,60,Media Literacy
1864,2012,105,Emotional Intelligence
1865,2013,170,Environmental Science
1866,2014,60,Public Speaking
1867,2015,125,Environmental Science
1868,2016,70,Creative Writing
1869,2017,70,Entrepreneurship
1870,2018,50,Global Studies
1871,2019,100,Emotional Intelligence
1872,2020,100,Creative Writing
1873,2021,90,Media Literacy
1874,2022,65,Computer Programming
1875,2023,165,Environmental Science
1876,2010,190,Environmental Science
1877,2011,85,Emotional Intelligence
1878,2012,180,Media Literacy
1879,2013,145,Entrepreneurship
1880,2014,80,Emotional Intelligence
1881,2015,135,Emotional Intelligence
1882,2016,135,Media Literacy
1883,2017,70,Entrepreneurship
1884,2018,195,Global Studies
